listing_id,source,url,title,price,currency,period,area,bedrooms,bathrooms,furnished,property_type,governorate,city,district,latitude,longitude,amenities,posted_date,agency,scraped_at
BA100188,bayut,https://www.bayut.eg/property/details-100188.html,"Unfurnished Studio for rent in Gleem, Alexandria",9500,EGP,monthly,49,0,1,Unfurnished,Studio,Alexandria,Alexandria,Gleem,31.23686,29.96819,Maids Room|Elevator|Balcony|Kids Area|Built-in Kitchen|Security,2026-03-26,Coldwell Banker,2026-06-30T09:00:00
BA100051,bayut,https://www.bayut.eg/property/details-100051.html,"Unfurnished Chalet for rent in 6th of October City, 6th of October",13500,EGP,monthly,138,3,2,Unfurnished,Chalet,Giza,6th of October,,29.96974,30.94249,Parking|Kids Area,2026-05-14,Private Owner,2026-06-30T09:00:00
BA100151,bayut,https://www.bayut.eg/property/details-100151.html,"Furnished Chalet for rent in Nasr City, Cairo",16500,EGP,monthly,113,,2,Furnished,Chalet,Cairo,Cairo,,30.05405,31.36915,Backup Generator|Balcony|Maids Room|Elevator,2026-06-03,Bayut Verified,2026-06-30T09:00:00
BA100367,bayut,https://www.bayut.eg/property/details-100367.html,"Furnished Townhouse for rent in Zamalek, Cairo",140000,EGP,monthly,337,3,3,Furnished,Townhouse,Cairo,Cairo,Zamalek,30.05804,31.22271,Backup Generator|Central AC|Parking|Garden,2026-04-05,Coldwell Banker,2026-06-30T09:00:00
AQ100379,aqarmap,https://www.aqarmap.com/en/property/details-100379.html,"Unfurnished Studio for rent in Maadi, Cairo",182,USD,monthly,45,0,1,Unfurnished,Studio,Cairo,Cairo,Maadi,29.9603,31.2601,Backup Generator|Garden,2026-04-04,Coldwell Banker,2026-06-30T09:00:00
BA100040,bayut,https://www.bayut.eg/property/details-100040.html,"Furnished Townhouse for rent in 6th of October City, 6th of October","52,500",EGP,monthly,324 Sq. M.,3,1,Furnished,Townhouse,Giza,6th of October,6th of October City,29.96468,30.93497,Central AC|Security,2026-03-27,Bayut Verified,2026-06-30T09:00:00
AQ100285,aqarmap,https://www.aqarmap.com/en/property/details-100285.html,"Semi-furnished Chalet for rent in Roushdy, Alexandria",727,USD,monthly,148,2,2,Semi-furnished,Chalet,Alexandria,Alexandria,Roushdy,31.22496,29.95982,Central AC|Built-in Kitchen|Maids Room,2026-06-28,Nawy,2026-06-30T09:00:00
AQ100047,aqarmap,https://www.aqarmap.com/en/property/details-100047.html,"Semi-furnished Chalet for rent in Mokattam, Cairo","17,000",EGP,monthly,126 Sq. M.,2,2,Semi-furnished,Chalet,Cairo,Cairo,Mokattam,30.0188,31.30244,Parking|Backup Generator|Swimming Pool|Elevator|Maids Room,2026-05-11,Nawy,2026-06-30T09:00:00
BA100332,bayut,https://www.bayut.eg/property/details-100332.html,"Semi-furnished Chalet for rent in Maadi, Cairo",747,USD,monthly,155,3,1,Semi-furnished,Chalet,Cairo,Cairo,Maadi,29.95245,31.25387,Balcony|Central AC,2026-04-29,Aqarmap Agent,2026-06-30T09:00:00
AQ100069,aqarmap,https://www.aqarmap.com/en/property/details-100069.html,"Semi-furnished Penthouse for rent in Miami, Alexandria",32500,EGP,monthly,264,,2,Semi-furnished,Penthouse,Alexandria,Alexandria,Miami,31.26249,30.01736,Kids Area|Central AC|Balcony|Garden|Security,2026-05-19,Private Owner,2026-06-30T09:00:00
AQ100271,aqarmap,https://www.aqarmap.com/en/property/details-100271.html,"Furnished Studio for rent in Sidi Gaber, Alexandria",12000,EGP,monthly,67,0,1,Furnished,Studio,Alexandria,Alexandria,,31.22508,29.93203,Balcony|Garden,2026-05-14,Aqarmap Agent,2026-06-30T09:00:00
AQ100313,aqarmap,https://www.aqarmap.com/en/property/details-100313.html,"Unfurnished Penthouse for rent in Smouha, Alexandria","51,500",EGP,monthly,360,4,4,Unfurnished,Penthouse,Alexandria,Alexandria,Smouha,31.22195,29.953,Security|Swimming Pool|Elevator|Gym|Garden|Balcony,2026-05-04,Coldwell Banker,2026-06-30T09:00:00
BA100099,bayut,https://www.bayut.eg/property/details-100099.html,"Semi-furnished Chalet for rent in Madinaty, New Cairo","222,000",EGP,yearly,165,2,1,Semi-furnished,Chalet,Cairo,New Cairo,Madinaty,30.09437,31.62912,Built-in Kitchen|Backup Generator,2026-06-11,Bayut Verified,2026-06-30T09:00:00
BA100335,bayut,https://www.bayut.eg/property/details-100335.html,"Unfurnished Studio for rent in Faisal, Giza",42000,EGP,yearly,58,0,1,Unfurnished,Studio,Giza,Giza,Faisal,29.9863,31.15719,Balcony|Gym|Parking|Built-in Kitchen,2026-05-06,Coldwell Banker,2026-06-30T09:00:00
BA100317,bayut,https://www.bayut.eg/property/details-100317.html,"Unfurnished Duplex for rent in Sheikh Zayed, 6th of October",59000,EGP,monthly,330 Sq. M.,5,4,Unfurnished,Duplex,Giza,6th of October,,30.03422,30.96756,Gym|Backup Generator|Parking|Balcony|Elevator|Central AC,2026-03-05,Private Owner,2026-06-30T09:00:00
AQ100130,aqarmap,https://www.aqarmap.com/en/property/details-100130.html,"Unfurnished Studio for rent in Haram, Giza",4000,EGP,monthly,52,0,,Unfurnished,Studio,Giza,Giza,Haram,29.99898,31.16654,Swimming Pool|Maids Room,2026-06-30,ERA Egypt,2026-06-30T09:00:00
BA100112,bayut,https://www.bayut.eg/property/details-100112.html,"Semi-furnished Villa for rent in 6th of October City, 6th of October",72500,EGP,monthly,518,5,2,Semi-furnished,Villa,Giza,6th of October,6th of October City,29.97075,30.95066,Built-in Kitchen|Balcony|Backup Generator|Elevator|Swimming Pool,2026-05-11,ERA Egypt,2026-06-30T09:00:00
BA100373,bayut,https://www.bayut.eg/property/details-100373.html,"Furnished Penthouse for rent in Mohandessin, Giza",1495,USD,monthly,325,4,4,Furnished,Penthouse,Giza,Giza,Mohandessin,30.04788,31.19873,Kids Area|Garden|Maids Room|Central AC,2026-05-12,Bayut Verified,2026-06-30T09:00:00
AQ100280,aqarmap,https://www.aqarmap.com/en/property/details-100280.html,"Furnished Townhouse for rent in Faisal, Giza","32,000",EGP,monthly,306,4,3,Furnished,Townhouse,Giza,Giza,Faisal,29.98079,31.15174,Security|Swimming Pool,2026-03-08,Nawy,2026-06-30T09:00:00
BA100131,bayut,https://www.bayut.eg/property/details-100131.html,"Semi-furnished Chalet for rent in Mokattam, Cairo",19000,EGP,monthly,146,3,3,Semi-furnished,Chalet,Cairo,Cairo,Mokattam,30.02774,31.30789,Built-in Kitchen|Elevator|Balcony|Security|Swimming Pool|Maids Room,2026-04-27,Nawy,2026-06-30T09:00:00
AQ100232,aqarmap,https://www.aqarmap.com/en/property/details-100232.html,"Unfurnished Apartment for rent in Maadi, Cairo",29500,EGP,monthly,201,2,2,Unfurnished,Apartment,Cairo,Cairo,,29.96253,31.24925,Swimming Pool|Elevator|Built-in Kitchen,2026-05-04,Nawy,2026-06-30T09:00:00
BA100356,bayut,https://www.bayut.eg/property/details-100356.html,"Unfurnished Duplex for rent in Sheikh Zayed, 6th of October",1101,USD,monthly,268,4,4,Unfurnished,Duplex,Giza,6th of October,Sheikh Zayed,30.04731,30.97055,Central AC|Swimming Pool|Maids Room,2026-03-25,Aqarmap Agent,2026-06-30T09:00:00
BA100290,bayut,https://www.bayut.eg/property/details-100290.html,"Unfurnished Townhouse for rent in Smouha, Alexandria",889,USD,monthly,226,4,4,Unfurnished,Townhouse,Alexandria,Alexandria,Smouha,31.21783,29.95085,Parking|Garden|Swimming Pool,2026-05-10,Nawy,2026-06-30T09:00:00
BA100334,bayut,https://www.bayut.eg/property/details-100334.html,"Unfurnished Townhouse for rent in Zamalek, Cairo",107000,EGP,monthly,343 Sq. M.,3,2,Unfurnished,Townhouse,Cairo,Cairo,Zamalek,30.06641,31.22005,Parking|Backup Generator,2026-04-25,Aqarmap Agent,2026-06-30T09:00:00
AQ100189,aqarmap,https://www.aqarmap.com/en/property/details-100189.html,"Semi-furnished Studio for rent in Sidi Gaber, Alexandria",8500,EGP,monthly,65,0,,Semi-furnished,Studio,Alexandria,Alexandria,Sidi Gaber,31.21616,29.93211,Built-in Kitchen|Maids Room,2026-05-25,Coldwell Banker,2026-06-30T09:00:00
AQ100252,aqarmap,https://www.aqarmap.com/en/property/details-100252.html,"Semi-furnished Chalet for rent in Sheikh Zayed, 6th of October",26500,EGP,monthly,159,2,2,Semi-furnished,Chalet,Giza,6th of October,Sheikh Zayed,30.03265,30.97162,Elevator|Parking|Built-in Kitchen|Security,2026-05-26,Aqarmap Agent,2026-06-30T09:00:00
BA100177,bayut,https://www.bayut.eg/property/details-100177.html,"Semi-furnished Penthouse for rent in El Shorouk, Shorouk",36500,EGP,monthly,299,4,4,Semi-furnished,Penthouse,Cairo,Shorouk,El Shorouk,30.12812,31.62171,Garden|Maids Room,2026-06-30,Coldwell Banker,2026-06-30T09:00:00
BA100015,bayut,https://www.bayut.eg/property/details-100015.html,"Unfurnished Duplex for rent in Rehab, New Cairo",22500,EGP,monthly,233,5,2,Unfurnished,Duplex,Cairo,New Cairo,Rehab,30.06732,31.48603,Security|Balcony|Elevator,2026-05-09,ERA Egypt,2026-06-30T09:00:00
BA100377,bayut,https://www.bayut.eg/property/details-100377.html,"Furnished Duplex for rent in Heliopolis, Cairo",1586,USD,monthly,284 Sq. M.,,4,Furnished,Duplex,Cairo,Cairo,Heliopolis,30.08354,31.31884,Swimming Pool|Central AC|Backup Generator|Parking|Elevator|Built-in Kitchen,2026-05-13,Nawy,2026-06-30T09:00:00
BA100229,bayut,https://www.bayut.eg/property/details-100229.html,"Unfurnished Townhouse for rent in Dokki, Giza",27500,EGP,monthly,280,4,1,Unfurnished,Townhouse,Giza,Giza,Dokki,30.03837,31.20891,Maids Room|Balcony,2026-03-10,Aqarmap Agent,2026-06-30T09:00:00
BA100344,bayut,https://www.bayut.eg/property/details-100344.html,"Semi-furnished Studio for rent in 6th of October City, 6th of October","84,000",EGP,yearly,63 Sq. M.,0,,Semi-furnished,Studio,Giza,6th of October,6th of October City,29.97556,30.94148,Swimming Pool|Kids Area,2026-03-28,ERA Egypt,2026-06-30T09:00:00
BA100033,bayut,https://www.bayut.eg/property/details-100033.html,"Unfurnished Penthouse for rent in Heliopolis, Cairo","35,500",EGP,monthly,229,,2,Unfurnished,Penthouse,Cairo,Cairo,Heliopolis,30.09385,31.3239,Gym|Central AC|Parking|Backup Generator|Kids Area|Garden,2026-06-23,Private Owner,2026-06-30T09:00:00
BA100178,bayut,https://www.bayut.eg/property/details-100178.html,"Furnished Penthouse for rent in Fifth Settlement, New Cairo",63000,EGP,monthly,240,,2,Furnished,Penthouse,Cairo,New Cairo,,30.00336,31.49904,Elevator|Maids Room|Backup Generator|Security,2026-05-24,Coldwell Banker,2026-06-30T09:00:00
AQ100070,aqarmap,https://www.aqarmap.com/en/property/details-100070.html,"Semi-furnished Villa for rent in Haram, Giza",25500,EGP,monthly,,6,3,Semi-furnished,Villa,Giza,Giza,Haram,29.98533,31.16088,Elevator|Garden|Built-in Kitchen|Balcony|Gym,2026-05-04,Bayut Verified,2026-06-30T09:00:00
BA100128,bayut,https://www.bayut.eg/property/details-100128.html,"Furnished Studio for rent in Roushdy, Alexandria",7500,EGP,monthly,40,,1,Furnished,Studio,Alexandria,Alexandria,Roushdy,31.22906,29.96428,Swimming Pool|Garden|Kids Area|Balcony|Backup Generator,2026-06-08,Nawy,2026-06-30T09:00:00
BA100357,bayut,https://www.bayut.eg/property/details-100357.html,"Semi-furnished Penthouse for rent in Heliopolis, Cairo",75500,EGP,monthly,378,4,,Semi-furnished,Penthouse,Cairo,Cairo,Heliopolis,30.08411,31.32676,Backup Generator|Garden|Kids Area|Swimming Pool|Balcony,2026-04-18,Private Owner,2026-06-30T09:00:00
AQ100005,aqarmap,https://www.aqarmap.com/en/property/details-100005.html,"Furnished Villa for rent in El Shorouk, Shorouk",50500,EGP,monthly,305,6,6,Furnished,Villa,Cairo,Shorouk,El Shorouk,30.11523,31.6187,Elevator|Gym|Maids Room|Security|Parking,2026-04-09,Bayut Verified,2026-06-30T09:00:00
BA100393,bayut,https://www.bayut.eg/property/details-100393.html,"Semi-furnished Villa for rent in Roushdy, Alexandria",1146000,EGP,yearly,383,5,2,Semi-furnished,Villa,Alexandria,Alexandria,,31.21955,29.94849,Backup Generator|Maids Room,2026-04-14,Private Owner,2026-06-30T09:00:00
BA100128,bayut,https://www.bayut.eg/property/details-100128.html,"Furnished Studio for rent in Roushdy, Alexandria",7500,EGP,monthly,40,,1,Furnished,Studio,Alexandria,Alexandria,Roushdy,31.22906,29.96428,Swimming Pool|Garden|Kids Area|Balcony|Backup Generator,2026-06-08,Nawy,2026-06-30T09:00:00
BA100337,bayut,https://www.bayut.eg/property/details-100337.html,"Furnished Duplex for rent in Rehab, New Cairo","45,500",EGP,monthly,298,5,4,Furnished,Duplex,Cairo,New Cairo,Rehab,30.05418,31.50057,Swimming Pool|Maids Room,2026-03-09,Bayut Verified,2026-06-30T09:00:00
BA100391,bayut,https://www.bayut.eg/property/details-100391.html,"Unfurnished Apartment for rent in Faisal, Giza",13500,EGP,monthly,163,3,3,Unfurnished,Apartment,Giza,Giza,,29.99176,31.15325,Swimming Pool|Elevator,2026-04-26,ERA Egypt,2026-06-30T09:00:00
BA100123,bayut,https://www.bayut.eg/property/details-100123.html,"Semi-furnished Villa for rent in Zamalek, Cairo",4283,USD,monthly,673 Sq. M.,5,,Semi-furnished,Villa,Cairo,Cairo,Zamalek,30.06247,31.222,Gym|Elevator|Kids Area|Swimming Pool|Maids Room|Garden,2026-06-20,Private Owner,2026-06-30T09:00:00
AQ100017,aqarmap,https://www.aqarmap.com/en/property/details-100017.html,"Furnished Duplex for rent in Miami, Alexandria",354000,EGP,yearly,187,3,3,Furnished,Duplex,Alexandria,Alexandria,,31.26691,30.02573,Built-in Kitchen|Maids Room|Parking|Balcony|Swimming Pool,2026-04-15,Nawy,2026-06-30T09:00:00
BA100111,bayut,https://www.bayut.eg/property/details-100111.html,"Semi-furnished Penthouse for rent in 6th of October City, 6th of October",33000,EGP,monthly,252,5,4,Semi-furnished,Penthouse,Giza,6th of October,,29.96201,30.9492,Elevator|Garden,2026-05-21,Bayut Verified,2026-06-30T09:00:00
BA100030,bayut,https://www.bayut.eg/property/details-100030.html,"Semi-furnished Apartment for rent in Mohandessin, Giza",424,USD,monthly,128,2,2,Semi-furnished,Apartment,Giza,Giza,Mohandessin,30.05676,31.20506,Elevator|Built-in Kitchen,2026-03-02,Nawy,2026-06-30T09:00:00
BA100004,bayut,https://www.bayut.eg/property/details-100004.html,"Unfurnished Apartment for rent in El Shorouk, Shorouk",15000,EGP,monthly,121,4,3,Unfurnished,Apartment,Cairo,Shorouk,El Shorouk,30.12319,31.61182,Parking|Security,2026-06-02,Bayut Verified,2026-06-30T09:00:00
BA100161,bayut,https://www.bayut.eg/property/details-100161.html,"Unfurnished Townhouse for rent in Sidi Gaber, Alexandria",31500,EGP,monthly,326,3,1,Unfurnished,Townhouse,Alexandria,Alexandria,Sidi Gaber,31.22014,29.95155,Central AC|Elevator|Parking|Security,2026-04-09,Coldwell Banker,2026-06-30T09:00:00
BA100244,bayut,https://www.bayut.eg/property/details-100244.html,"Furnished Chalet for rent in 6th of October City, 6th of October",15000,EGP,monthly,121,3,2,Furnished,Chalet,Giza,6th of October,6th of October City,29.96165,30.93997,Security|Maids Room|Parking|Balcony|Built-in Kitchen|Kids Area,2026-03-14,Aqarmap Agent,2026-06-30T09:00:00
AQ100287,aqarmap,https://www.aqarmap.com/en/property/details-100287.html,"Furnished Chalet for rent in Zamalek, Cairo","390,000",EGP,yearly,95 Sq. M.,2,2,Furnished,Chalet,Cairo,Cairo,Zamalek,30.07038,31.21696,Maids Room|Built-in Kitchen|Swimming Pool,2026-03-14,Aqarmap Agent,2026-06-30T09:00:00
BA100088,bayut,https://www.bayut.eg/property/details-100088.html,"Furnished Studio for rent in Mokattam, Cairo",8000,EGP,monthly,54,0,1,Furnished,Studio,Cairo,Cairo,Mokattam,30.02023,31.30719,Elevator|Backup Generator|Parking,2026-04-17,Private Owner,2026-06-30T09:00:00
BA100279,bayut,https://www.bayut.eg/property/details-100279.html,"Unfurnished Studio for rent in Fifth Settlement, New Cairo",11500,EGP,monthly,66,0,,Unfurnished,Studio,Cairo,New Cairo,Fifth Settlement,30.01557,31.48852,Kids Area|Balcony|Garden,2026-04-26,Private Owner,2026-06-30T09:00:00
AQ100216,aqarmap,https://www.aqarmap.com/en/property/details-100216.html,"Furnished Villa for rent in 6th of October City, 6th of October",61500,EGP,monthly,423,6,5,Furnished,Villa,Giza,6th of October,6th of October City,29.96495,30.94094,Gym|Built-in Kitchen,2026-05-15,Coldwell Banker,2026-06-30T09:00:00
AQ100299,aqarmap,https://www.aqarmap.com/en/property/details-100299.html,"Furnished Apartment for rent in Dokki, Giza",14000,EGP,monthly,104,2,2,Furnished,Apartment,Giza,Giza,Dokki,30.03644,31.21911,Security|Gym|Kids Area,2026-04-20,Coldwell Banker,2026-06-30T09:00:00
BA100234,bayut,https://www.bayut.eg/property/details-100234.html,"Furnished Studio for rent in Madinaty, New Cairo",5500,EGP,monthly,44,,1,Furnished,Studio,Cairo,New Cairo,Madinaty,30.10933,31.63499,Elevator|Parking|Gym|Garden,2026-04-02,Nawy,2026-06-30T09:00:00
AQ100376,aqarmap,https://www.aqarmap.com/en/property/details-100376.html,"Furnished Studio for rent in Sheikh Zayed, 6th of October",9500,EGP,monthly,48 Sq. M.,0,1,Furnished,Studio,Giza,6th of October,Sheikh Zayed,30.04466,30.96941,Security|Kids Area|Swimming Pool|Central AC,2026-05-08,ERA Egypt,2026-06-30T09:00:00
BA100182,bayut,https://www.bayut.eg/property/details-100182.html,"Furnished Villa for rent in Sidi Gaber, Alexandria",79500,EGP,monthly,507,6,2,Furnished,Villa,Alexandria,Alexandria,Sidi Gaber,31.21832,29.93647,Kids Area|Gym|Security|Central AC|Parking|Swimming Pool,2026-05-01,Nawy,2026-06-30T09:00:00
BA100318,bayut,https://www.bayut.eg/property/details-100318.html,"Unfurnished Townhouse for rent in Gleem, Alexandria",63500,EGP,monthly,324,4,3,Unfurnished,Townhouse,Alexandria,Alexandria,Gleem,31.2375,29.95528,Elevator|Swimming Pool,2026-05-23,Coldwell Banker,2026-06-30T09:00:00
AQ100260,aqarmap,https://www.aqarmap.com/en/property/details-100260.html,"Unfurnished Townhouse for rent in 6th of October City, 6th of October",40000,EGP,monthly,277,4,1,Unfurnished,Townhouse,Giza,6th of October,6th of October City,29.95761,30.94219,Backup Generator|Swimming Pool|Security|Maids Room,2026-03-13,Coldwell Banker,2026-06-30T09:00:00
BA100246,bayut,https://www.bayut.eg/property/details-100246.html,"Semi-furnished Studio for rent in Dokki, Giza",72000,EGP,yearly,44,0,1,Semi-furnished,Studio,Giza,Giza,Dokki,30.04575,31.21907,Security|Backup Generator,2026-03-18,ERA Egypt,2026-06-30T09:00:00
BA100032,bayut,https://www.bayut.eg/property/details-100032.html,"Unfurnished Chalet for rent in Zamalek, Cairo",535,USD,monthly,106 Sq. M.,2,2,Unfurnished,Chalet,Cairo,Cairo,Zamalek,30.05957,31.22379,Gym|Elevator|Swimming Pool|Kids Area|Maids Room,2026-06-10,Bayut Verified,2026-06-30T09:00:00
BA100011,bayut,https://www.bayut.eg/property/details-100011.html,"Unfurnished Studio for rent in Roushdy, Alexandria",7500,EGP,monthly,49,0,1,Unfurnished,Studio,Alexandria,Alexandria,Roushdy,31.22958,29.94679,Balcony|Backup Generator,2026-03-02,Aqarmap Agent,2026-06-30T09:00:00
BA100039,bayut,https://www.bayut.eg/property/details-100039.html,"Furnished Apartment for rent in Rehab, New Cairo",27500,EGP,monthly,154,4,3,Furnished,Apartment,Cairo,New Cairo,Rehab,30.06325,31.4895,Parking|Central AC|Gym,2026-05-03,Nawy,2026-06-30T09:00:00
BA100265,bayut,https://www.bayut.eg/property/details-100265.html,"Unfurnished Apartment for rent in Maadi, Cairo",394,USD,monthly,108 Sq. M.,4,3,Unfurnished,Apartment,Cairo,Cairo,Maadi,29.96193,31.26124,Parking|Backup Generator|Gym|Garden|Balcony|Elevator,2026-04-03,Aqarmap Agent,2026-06-30T09:00:00
BA100383,bayut,https://www.bayut.eg/property/details-100383.html,"Semi-furnished Villa for rent in Zamalek, Cairo",41939,USD,yearly,488,4,3,Semi-furnished,Villa,Cairo,Cairo,Zamalek,30.06834,31.2296,Garden|Backup Generator|Security|Maids Room,2026-04-23,Bayut Verified,2026-06-30T09:00:00
BA100278,bayut,https://www.bayut.eg/property/details-100278.html,"Unfurnished Chalet for rent in Maadi, Cairo",276000,EGP,yearly,152,3,2,Unfurnished,Chalet,Cairo,Cairo,,29.95616,31.25493,Central AC|Garden|Parking,2026-04-05,Nawy,2026-06-30T09:00:00
AQ100310,aqarmap,https://www.aqarmap.com/en/property/details-100310.html,"Semi-furnished Penthouse for rent in Maadi, Cairo","50,000",EGP,monthly,271,5,3,Semi-furnished,Penthouse,Cairo,Cairo,Maadi,29.96034,31.25562,Garden|Central AC|Security,2026-03-25,Aqarmap Agent,2026-06-30T09:00:00
AQ100262,aqarmap,https://www.aqarmap.com/en/property/details-100262.html,"Unfurnished Penthouse for rent in Roushdy, Alexandria",846000,EGP,yearly,373,5,,Unfurnished,Penthouse,Alexandria,Alexandria,Roushdy,31.23108,29.95542,Elevator|Swimming Pool|Security|Kids Area|Built-in Kitchen|Garden,2026-06-12,Coldwell Banker,2026-06-30T09:00:00
BA100264,bayut,https://www.bayut.eg/property/details-100264.html,"Furnished Apartment for rent in Faisal, Giza",16000,EGP,monthly,208,4,1,Furnished,Apartment,Giza,Giza,Faisal,29.97831,31.14974,Elevator|Security,2026-03-23,Coldwell Banker,2026-06-30T09:00:00
AQ100077,aqarmap,https://www.aqarmap.com/en/property/details-100077.html,"Furnished Chalet for rent in 6th of October City, 6th of October",20500,EGP,monthly,120,3,2,Furnished,Chalet,Giza,6th of October,6th of October City,29.95845,30.94199,Parking|Elevator|Gym,2026-05-31,Private Owner,2026-06-30T09:00:00
AQ100087,aqarmap,https://www.aqarmap.com/en/property/details-100087.html,"Unfurnished Chalet for rent in Heliopolis, Cairo",17000,EGP,monthly,94 Sq. M.,3,1,Unfurnished,Chalet,Cairo,Cairo,Heliopolis,30.09382,31.32336,Security|Built-in Kitchen|Balcony,2026-03-28,Private Owner,2026-06-30T09:00:00
BA100158,bayut,https://www.bayut.eg/property/details-100158.html,"Furnished Duplex for rent in Smouha, Alexandria",47500,EGP,monthly,,3,3,Furnished,Duplex,Alexandria,Alexandria,Smouha,31.21479,29.93638,Kids Area|Backup Generator|Elevator|Balcony,2026-03-29,Bayut Verified,2026-06-30T09:00:00
AQ100139,aqarmap,https://www.aqarmap.com/en/property/details-100139.html,"Semi-furnished Townhouse for rent in Mohandessin, Giza","57,000",EGP,monthly,301,3,3,Semi-furnished,Townhouse,Giza,Giza,Mohandessin,30.05698,31.19348,Kids Area|Built-in Kitchen|Garden|Swimming Pool|Security|Maids Room,2026-05-06,Nawy,2026-06-30T09:00:00
AQ100319,aqarmap,https://www.aqarmap.com/en/property/details-100319.html,"Furnished Studio for rent in Heliopolis, Cairo",273,USD,monthly,57 Sq. M.,0,1,Furnished,Studio,Cairo,Cairo,Heliopolis,30.09728,31.32143,Built-in Kitchen|Swimming Pool|Backup Generator|Gym|Balcony,2026-06-11,Coldwell Banker,2026-06-30T09:00:00
AQ100025,aqarmap,https://www.aqarmap.com/en/property/details-100025.html,"Furnished Apartment for rent in Mokattam, Cairo",25000,EGP,monthly,,2,2,Furnished,Apartment,Cairo,Cairo,Mokattam,30.02899,31.31534,Built-in Kitchen|Kids Area|Parking,2026-06-03,ERA Egypt,2026-06-30T09:00:00
BA100236,bayut,https://www.bayut.eg/property/details-100236.html,"Unfurnished Penthouse for rent in Smouha, Alexandria",828,USD,monthly,246,,2,Unfurnished,Penthouse,Alexandria,Alexandria,Smouha,31.21775,29.93715,Balcony|Kids Area|Elevator|Garden|Maids Room|Gym,2026-05-02,Bayut Verified,2026-06-30T09:00:00
AQ100114,aqarmap,https://www.aqarmap.com/en/property/details-100114.html,"Unfurnished Studio for rent in Sheikh Zayed, 6th of October","7,500",EGP,monthly,49,0,,Unfurnished,Studio,Giza,6th of October,,30.03846,30.97573,Kids Area|Backup Generator|Security|Maids Room|Built-in Kitchen|Swimming Pool,2026-04-18,Nawy,2026-06-30T09:00:00
AQ100180,aqarmap,https://www.aqarmap.com/en/property/details-100180.html,"Furnished Duplex for rent in 6th of October City, 6th of October",29500,EGP,monthly,212,5,2,Furnished,Duplex,Giza,6th of October,,29.96257,30.94619,Security|Built-in Kitchen|Backup Generator|Garden|Maids Room|Swimming Pool,2026-04-29,ERA Egypt,2026-06-30T09:00:00
AQ100269,aqarmap,https://www.aqarmap.com/en/property/details-100269.html,"Unfurnished Apartment for rent in Gleem, Alexandria",504000,EGP,yearly,191,4,2,Unfurnished,Apartment,Alexandria,Alexandria,Gleem,31.25224,29.95933,Central AC|Gym|Elevator|Balcony|Swimming Pool,2026-03-13,ERA Egypt,2026-06-30T09:00:00
AQ100048,aqarmap,https://www.aqarmap.com/en/property/details-100048.html,"Unfurnished Chalet for rent in Heliopolis, Cairo",15500,EGP,monthly,109,,1,Unfurnished,Chalet,Cairo,Cairo,Heliopolis,30.09397,31.3142,Security|Elevator,2026-06-14,Nawy,2026-06-30T09:00:00
BA100209,bayut,https://www.bayut.eg/property/details-100209.html,"Semi-furnished Townhouse for rent in Rehab, New Cairo",47500,EGP,monthly,,3,3,Semi-furnished,Townhouse,Cairo,New Cairo,Rehab,30.06827,31.48602,Garden|Elevator|Security|Gym|Parking,2026-03-12,Private Owner,2026-06-30T09:00:00
AQ100167,aqarmap,https://www.aqarmap.com/en/property/details-100167.html,"Furnished Villa for rent in Sheikh Zayed, 6th of October",2182,USD,monthly,567 Sq. M.,,5,Furnished,Villa,Giza,6th of October,Sheikh Zayed,30.03214,30.97822,Parking|Balcony|Swimming Pool,2026-03-31,Private Owner,2026-06-30T09:00:00
BA100226,bayut,https://www.bayut.eg/property/details-100226.html,"Semi-furnished Villa for rent in Sidi Gaber, Alexandria",93000,EGP,monthly,650 Sq. M.,4,2,Semi-furnished,Villa,Alexandria,Alexandria,Sidi Gaber,31.22412,29.9433,Garden|Parking|Maids Room,2026-05-06,Aqarmap Agent,2026-06-30T09:00:00
AQ100233,aqarmap,https://www.aqarmap.com/en/property/details-100233.html,"Semi-furnished Villa for rent in Heliopolis, Cairo",1524000,EGP,yearly,637 Sq. M.,5,4,Semi-furnished,Villa,Cairo,Cairo,Heliopolis,30.0904,31.32315,Elevator|Security|Backup Generator,2026-03-10,Coldwell Banker,2026-06-30T09:00:00
AQ100247,aqarmap,https://www.aqarmap.com/en/property/details-100247.html,"Unfurnished Villa for rent in Sheikh Zayed, 6th of October",1722000,EGP,yearly,647,5,,Unfurnished,Villa,Giza,6th of October,,30.04695,30.98305,Garden|Maids Room,2026-06-29,Coldwell Banker,2026-06-30T09:00:00
AQ100150,aqarmap,https://www.aqarmap.com/en/property/details-100150.html,"Semi-furnished Chalet for rent in Heliopolis, Cairo",14500,EGP,monthly,87,2,1,Semi-furnished,Chalet,Cairo,Cairo,Heliopolis,30.0881,31.32471,Backup Generator|Elevator,2026-05-14,ERA Egypt,2026-06-30T09:00:00
BA100366,bayut,https://www.bayut.eg/property/details-100366.html,"Furnished Penthouse for rent in Dokki, Giza",33000,EGP,monthly,230 Sq. M.,3,2,Furnished,Penthouse,Giza,Giza,Dokki,30.03578,31.21018,Backup Generator|Gym,2026-05-21,Bayut Verified,2026-06-30T09:00:00
